0.3701326,1.286114,-0.2346872
0.3679066,1.285641,-0.2353595
0.3668519,1.284794,-0.2363985
0.3668519,1.284794,-0.2363985
0.3642974,1.283651,-0.2376365
0.3637645,1.283404,-0.2374869
0.3627078,1.283262,-0.2378317
0.3623856,1.283507,-0.2376538
0.3614088,1.283659,-0.2380011
0.3604342,1.283729,-0.2383933
0.3594646,1.283789,-0.2386834
0.3583677,1.28371,-0.2389034
0.3586841,1.283713,-0.2387379
0.3576311,1.28353,-0.2388481
0.3568496,1.283472,-0.2391422
0.3558766,1.283285,-0.2395414
0.3549461,1.282734,-0.2399015
0.3535559,1.28232,-0.2405446
0.3526531,1.281819,-0.2407904
0.3518028,1.281466,-0.2409866
0.3509351,1.281183,-0.2411007
0.3500236,1.280787,-0.2410025
0.3491041,1.280246,-0.2408918
0.3481466,1.27931,-0.2404643
0.3475831,1.27851,-0.239243
0.3464892,1.277245,-0.2379467
0.3473142,1.276255,-0.2360328
0.3463549,1.275182,-0.2345714
0.345449,1.274099,-0.2327336
0.3446164,1.272992,-0.23061
0.3438173,1.271738,-0.2285786
0.3430108,1.270079,-0.2258402
0.3457391,1.268381,-0.2212039
0.3449586,1.266522,-0.2175941
0.3443924,1.265339,-0.2141593
0.3437947,1.263909,-0.2106533
0.346629,1.262615,-0.2050349
0.3480968,1.261631,-0.1998576
0.3477097,1.260539,-0.1953686
0.3489158,1.25925,-0.1897878
0.3485987,1.258488,-0.1844467
0.3484579,1.257827,-0.1791192
0.3482586,1.257308,-0.173686
0.3482079,1.257062,-0.1681264
0.3481532,1.256939,-0.1626172
0.3482583,1.25749,-0.1566817
0.3485536,1.258535,-0.1506841
0.409299,1.254607,-0.1135813
0.4106057,1.256295,-0.1068849
0.4121274,1.257902,-0.09985267
0.4133388,1.259519,-0.09315439
0.4143144,1.261483,-0.08587024
0.415167,1.263243,-0.07825689
0.4162208,1.265414,-0.0711191
0.4173602,1.268279,-0.0637525
0.4179099,1.27083,-0.05653333
0.4189236,1.273808,-0.0491275
0.4193265,1.276802,-0.04121602
0.4196625,1.280232,-0.0332984
0.4196625,1.280232,-0.0332984
0.4200878,1.288024,-0.0173054
0.4204762,1.292276,-0.009410471
0.4206729,1.297441,-0.00158982
0.4209701,1.301956,0.006173238
0.420792,1.306518,0.01404643
0.420792,1.306518,0.01404643
0.4189924,1.314502,0.03030799
0.4172143,1.318225,0.03889397
0.415428,1.321936,0.04746515
0.4133723,1.32625,0.05611703
0.4116041,1.330332,0.06475188
0.4090566,1.334639,0.07336837
0.4067026,1.338095,0.08210124
0.4038261,1.341683,0.09085914
0.400256,1.34382,0.09978554
0.3967452,1.345654,0.1087918
0.3967452,1.345654,0.1087918
0.3892177,1.348646,0.1265208
0.3845646,1.348745,0.1355143
0.3797633,1.347255,0.1447536
0.3749495,1.346263,0.1540427
0.3695667,1.343188,0.1636782
0.3652619,1.340669,0.1726736
0.3652619,1.340669,0.1726736
0.3538295,1.331407,0.1906036
0.3476627,1.325335,0.1990344
0.3413857,1.318099,0.2071223
0.3413857,1.318099,0.2071223
0.3311805,1.300799,0.2220272
0.3256811,1.292093,0.2298763
0.320566,1.280524,0.2364538
0.320566,1.280524,0.2364538
0.3071181,1.254502,0.2481169
0.3007422,1.241882,0.253691
0.3007422,1.241882,0.253691
