X,Y,Z
0.15038791,1.1859171,0.4908712
0.15076552,1.1939061,0.49324669
0.15106103,1.2018647,0.49552091
0.15127468,1.2098427,0.49771622
0.15140857,1.2178178,0.499799
0.15147627,1.2257756,0.50179683
0.15148797,1.2337401,0.50369607
0.15142834,1.241687,0.50549456
0.1513045,1.2504441,0.507412
0.15100461,1.2583468,0.50899805
0.15069868,1.2654193,0.51038498
0.15006863,1.2732474,0.51172198
0.14926874,1.2810846,0.51293418
0.14835628,1.288928,0.51401145
0.14732098,1.2967655,0.51498206
0.14616156,1.3045896,0.51585224
0.14487327,1.3123882,0.51661171
0.14339621,1.3201245,0.51726464
0.14172401,1.3278051,0.51783737
0.13978169,1.3353346,0.51823691
0.13749066,1.3435929,0.51858589
0.13516534,1.3509732,0.51870866
0.13264321,1.3582096,0.51865429
0.12994318,1.3653123,0.51849215
0.12706047,1.3722007,0.51816524
0.12397105,1.3789118,0.51770488
0.12066669,1.3853542,0.51707956
0.11710195,1.3915358,0.51625266
0.113343854,1.397425,0.51522974
0.109386884,1.4030024,0.51402896
0.105213934,1.4081945,0.51263924
0.100869866,1.4129778,0.51109688
0.096390861,1.41745,0.50945997
0.091734299,1.4214171,0.5076593
0.086909219,1.4250535,0.50575041
0.081900764,1.4281662,0.50369508
0.076723696,1.4308632,0.50151419
0.071422365,1.4330242,0.49921815
0.066005371,1.434615,0.49682483
0.060619537,1.4356787,0.49441933
0.055269324,1.4362296,0.49197928
0.04991871,1.4363383,0.4895062
0.044553368,1.4359555,0.48696853
0.039187793,1.435163,0.48441082
0.033788732,1.4338317,0.48179538
0.02837492,1.4321312,0.47916961
0.023060167,1.4299272,0.4766365
0.017888185,1.427454,0.47420174
0.012880617,1.4246771,0.47185236
0.007937562,1.4215585,0.46952965
0.003083905,1.4181158,0.4672456
-0.001622555,1.4142196,0.46500229
-0.006207766,1.4099827,0.46283449
-0.010594843,1.4054703,0.46076484
-0.014779166,1.4007509,0.45880397
-0.018628951,1.3957624,0.4569596
-0.022035604,1.3911864,0.45527675
-0.025527034,1.3857686,0.45352556
-0.028855505,1.3801449,0.45180115
-0.031938363,1.3744066,0.45019227
-0.034725859,1.3685066,0.44869178
-0.03727973,1.3626267,0.4473244
-0.039514986,1.3566883,0.44606079
-0.041581789,1.3507438,0.44487925
-0.04337002,1.3447077,0.44378748
-0.044995379,1.3385984,0.44277058
-0.046620738,1.3324891,0.44175368
-0.047696779,1.3262467,0.4409284
-0.048492392,1.3200273,0.44025836
-0.049038127,1.3138421,0.43969409
-0.049322558,1.3077635,0.43924708
-0.049357785,1.3017229,0.43886445
-0.049113988,1.2957005,0.43853796
-0.048557725,1.2896386,0.43825745
-0.047941955,1.2842086,0.4380514
-0.046919272,1.278258,0.43788759
-0.045644752,1.2717783,0.43774625
-0.044424988,1.2659812,0.43756768
-0.042957246,1.2602526,0.43737838
-0.041264112,1.2545749,0.43718826
-0.039417989,1.248985,0.43701755
-0.037381662,1.2435383,0.43685996
-0.035533518,1.2386648,0.43673132
-0.0332097,1.2335699,0.4366404
-0.030530088,1.2280375,0.43655884
-0.027871207,1.2232055,0.43647724
-0.025071133,1.2184625,0.4363808
-0.021827302,1.2139421,0.43640965
-0.018434449,1.2095974,0.4364532
-0.014862716,1.2054951,0.43653706
-0.011560967,1.2018535,0.43661125
-0.007669055,1.1980903,0.43670634
-0.003316326,1.1940679,0.43676748
0.000879598,1.1906249,0.43679435
0.005196835,1.1873432,0.43681552
0.009710862,1.1843086,0.43685934
0.014330991,1.1815004,0.43690535
0.018543151,1.179093,0.43693816
0.022882289,1.1768834,0.43696574
0.027927798,1.1747864,0.43701067
0.033528134,1.172639,0.4370461
0.038800247,1.1709925,0.4370229
0.044177197,1.1695597,0.43702398
0.049655433,1.1683921,0.43702473
0.055270298,1.1675182,0.4370124
0.061005974,1.1668935,0.43697127
0.066880531,1.1665204,0.43691136
0.072755088,1.1661473,0.43685145
0.079312548,1.1662164,0.43679014
0.085314304,1.1666755,0.436677
0.091375323,1.1673675,0.43657795
0.097497501,1.1683922,0.43654958
0.103688405,1.1697755,0.43654235
0.109921251,1.1714914,0.43656489
0.116152521,1.173539,0.43657058
0.122323476,1.1759673,0.43658644
0.128473368,1.178761,0.43660163
0.13462326,1.1815547,0.43661682
0.14083263,1.1850478,0.43655785
0.14711478,1.1888413,0.43644415
0.15343233,1.1930241,0.43627019
0.1591369,1.1969244,0.43607263
0.16545393,1.2016904,0.4357626
0.17179825,1.2067579,0.4353598
0.17815863,1.2120992,0.43491228
0.18392624,1.2170291,0.43447081
0.19039583,1.2229273,0.43381873
0.19753993,1.229521,0.4330302
0.20404639,1.2358428,0.43215779
0.21054102,1.2423558,0.43120728
0.21704006,1.2490444,0.43013529
0.2241941,1.256477,0.42885803
0.2301013,1.2627308,0.42768177
0.23661713,1.2698651,0.42612236
0.24313467,1.277125,0.4244013
0.25023943,1.2851719,0.42240869
0.25664373,1.2926228,0.42037141
0.26295167,1.3001624,0.41812142
0.26919671,1.3077522,0.4157014
0.27478775,1.3146374,0.41341598
0.28082133,1.3223542,0.41056397
0.28673421,1.3301406,0.4075451
0.29314466,1.3387491,0.40411171
0.29877085,1.3466027,0.40073597
0.30428133,1.3544908,0.39716239
0.30971248,1.3623544,0.39339505
0.31452516,1.3694424,0.38989262
0.31971294,1.3772458,0.38576437
0.32477672,1.3850345,0.38147715
0.3303147,1.3935469,0.37667057
0.33519762,1.4012052,0.37206834
0.33996824,1.4087494,0.36727291
0.34466175,1.4161657,0.36237229
0.34925168,1.4234803,0.35729598
0.35332739,1.4300118,0.35265015
0.35759406,1.4370069,0.34731097
0.36222492,1.4446231,0.3413824
0.36627807,1.4513098,0.33583813
0.37024014,1.4577861,0.33016459
0.37409635,1.4640785,0.3243777
0.37783362,1.4701355,0.31849751
0.38145258,1.4759361,0.31257818
0.38495585,1.4814841,0.30657242
0.38834621,1.4867494,0.30048376
0.39201278,1.4923806,0.29379191
0.3949805,1.4967857,0.28825872
0.39816192,1.5011408,0.28208866
0.40128827,1.5051622,0.27588139
0.40434326,1.5088186,0.26966771
0.40732331,1.5120532,0.26347177
0.41024224,1.5148416,0.25734036
0.41312726,1.5172785,0.2512218
0.41596272,1.519291,0.24518721
0.41882982,1.5209749,0.23923129
0.4217278,1.5222486,0.23335435
0.4249321,1.523419,0.22693001
0.42784834,1.5238598,0.22118977
0.4307046,1.5238675,0.21558411
0.43350295,1.5234869,0.21006927
0.43626319,1.522788,0.20468981
0.43904645,1.5217815,0.19938144
0.4418357,1.5203689,0.19420498
0.44464649,1.5186088,0.1890803
0.44738603,1.516283,0.18420795
0.45003546,1.5135986,0.17949252
0.45261684,1.5106258,0.17500032
0.45521637,1.5074391,0.1707621
0.45780221,1.5040347,0.16670017
0.46035721,1.5003867,0.16287156
0.46283985,1.4963909,0.15929807
0.46522674,1.492115,0.15602279
0.46750567,1.4875311,0.15307954
0.46969624,1.4826761,0.15049447
0.47166405,1.4783235,0.1482462
0.47387421,1.4732538,0.14607318
0.47599895,1.4679357,0.14412891
0.47793413,1.4623406,0.14238137
0.47974957,1.4565134,0.14087671
0.48142436,1.4504272,0.13964195
0.48303754,1.4441997,0.13861815
0.48466401,1.4377742,0.1377917
0.48625112,1.4312344,0.13711756
0.48780639,1.4245935,0.13654082
0.48946543,1.4172166,0.13597274
0.49072724,1.4101988,0.13575694
0.49188631,1.4030514,0.1357415
0.49292696,1.3965534,0.13581751
0.49394125,1.3890573,0.13624946
0.49492898,1.3814509,0.13683997
0.49587007,1.3737135,0.13757932
0.49668604,1.3658757,0.13843641
0.49737903,1.3579616,0.13943193
0.49798171,1.3499209,0.14057045
0.49843799,1.3417348,0.14193427
0.49880388,1.3334118,0.14350832
0.49907994,1.3249586,0.14526652
0.499356,1.3165054,0.14702472
0.49944772,1.3078044,0.14912567
0.49939112,1.2990442,0.15135486
0.49921066,1.2902483,0.1536861
0.49880475,1.2814348,0.15621483
0.49828828,1.272557,0.15888409
0.49751461,1.2636032,0.16180804
0.49678357,1.2555308,0.16449803
0.49567909,1.2465027,0.16773242
0.49437484,1.2374819,0.17110935
0.49281243,1.227594,0.17489746
0.49106859,1.2187432,0.17846733
0.48918091,1.2099577,0.18216124
0.48707811,1.2011696,0.18604647
0.485124,1.1932419,0.18961798
0.48256554,1.1845066,0.19388286
0.47974899,1.1759445,0.19829864
0.4764758,1.1666657,0.20325614
0.47314191,1.1585612,0.20794401
0.46963648,1.1506509,0.21271922
0.46638921,1.1436077,0.21708325
0.4625764,1.135937,0.22206965
0.45851664,1.128285,0.22719404
0.45421138,1.1207847,0.23243067
0.44930516,1.1126934,0.23825643
0.4445561,1.105738,0.24366662
0.43964762,1.0990066,0.24913668
0.43519578,1.0929919,0.25406502
0.43007292,1.0865853,0.25957568
0.42476395,1.0803132,0.26513692
0.41885916,1.0735156,0.27123557
0.41311041,1.0677827,0.27687288
0.4072118,1.0625265,0.2825521
0.40114976,1.0576243,0.28825578
0.39503589,1.0529977,0.29394357
0.3894743,1.0489202,0.29904997
0.38316537,1.0446693,0.304662
0.37616574,1.0401206,0.31080849
0.36964513,1.0364671,0.31634284
0.3630464,1.03327,0.32184256
0.35632278,1.030529,0.32736177
0.34955875,1.0281234,0.33288935
0.34269709,1.0259496,0.33843476
0.33580112,1.0239327,0.34393726
0.32882853,1.0220478,0.34937857
0.32185594,1.0201629,0.35481988
0.31490008,1.018982,0.36016757
0.30796289,1.018205,0.36549595
0.30101128,1.0176876,0.37085457
0.29406324,1.0173313,0.37618316
0.2871581,1.0171026,0.38145467
0.28027605,1.0170679,0.38663499
0.27350069,1.0172737,0.39170192
0.26678438,1.01789,0.39672491
0.260181,1.0189807,0.40173467
0.25292914,1.0202989,0.40725772
0.24641548,1.021862,0.41226233
0.24057385,1.023319,0.41675179
0.23426443,1.025412,0.42166541
0.22811937,1.0279072,0.42655709
0.22210346,1.0308781,0.43147581
0.21631546,1.0342191,0.43641043
0.21064164,1.0379803,0.44139239
0.20515067,1.0420326,0.44639237
0.19980304,1.0464248,0.45143978
0.19510389,1.0505895,0.4559739
0.19017533,1.0558354,0.46104929
0.18491162,1.06201,0.46664578
0.18286142,1.0670538,0.47115331
0.1809731,1.072448,0.47567697
0.17940473,1.0781304,0.48017305
0.17830034,1.0833314,0.48416871
0.17747704,1.0888661,0.48813882
0.17675485,1.0958582,0.49259315
0.17632609,1.1033034,0.49695709
0.17570458,1.1117717,0.50178847
0.17591336,1.1188912,0.50559136
0.17617728,1.1272195,0.50976648
0.17421877,1.1371126,0.51448635
0.17253734,1.1474439,0.51908585
0.170986,1.1581527,0.52357303
0.16944505,1.1701505,0.52839197
0.16809675,1.1825481,0.53301122
0.16704669,1.1942945,0.53694864
0.16617634,1.2049569,0.5404302
0.16532772,1.2172877,0.54397945
0.16443071,1.2309414,0.54777717
0.16378847,1.2438045,0.55086779
0.16329179,1.2555139,0.5535328
0.16276775,1.2686289,0.55608891
0.16224806,1.2819362,0.55830557
0.16163015,1.2953352,0.56025303
0.16099428,1.3087863,0.56185115
0.16043024,1.3221873,0.56316476
0.1598186,1.3368912,0.5645245
0.15939745,1.3502166,0.56528675
0.15910717,1.3635134,0.56567827
0.15886679,1.3767591,0.56577735
0.15856731,1.3911127,0.56577409
0.15836356,1.4028163,0.56550102
0.15787949,1.4151595,0.56508804
0.15728881,1.4271095,0.56455012
0.15667481,1.4386699,0.56394893
0.15607603,1.4498856,0.5631279
0.15561745,1.4607706,0.56196456
0.15518045,1.4712666,0.56061358
0.15460361,1.4813925,0.55916167
0.15400211,1.4902226,0.55781597
0.15305394,1.4992469,0.55630634
0.15191572,1.5087994,0.55468167
0.15102498,1.5168416,0.55302842
0.15029661,1.5243876,0.55125277
0.14963866,1.5309677,0.54959094
0.14880542,1.5377428,0.54766459
0.1476929,1.5440786,0.54577528
0.14634478,1.5499445,0.54389995
0.14477703,1.5552096,0.54213805
0.14293238,1.5606717,0.54032036
0.1414935,1.5648317,0.53876894
0.1398757,1.5690007,0.53712288
0.13814367,1.5728291,0.53548096
0.13620724,1.576252,0.53396421
0.13402249,1.5798089,0.53236716
0.13173909,1.5823957,0.53116159
0.12940369,1.5846067,0.53012094
0.12707575,1.5865408,0.52924377
0.12486829,1.588294,0.52839091
0.12293773,1.5898502,0.52759384
0.12066366,1.5917537,0.52661199
0.11848185,1.593274,0.52572233
0.11615855,1.594739,0.52481899
0.11369792,1.5962164,0.52385872
0.111087947,1.5976495,0.52286286
0.108369526,1.5990023,0.52187456
0.105597217,1.6003085,0.52090654
0.102745116,1.6015248,0.51998715
0.099709131,1.6026669,0.51910488
0.096245943,1.6038109,0.51815561
0.092618559,1.6045969,0.51727263
0.088676228,1.6051605,0.5163221
0.085116727,1.6055988,0.51550209
0.080813157,1.6059698,0.51462509
0.076429353,1.6062505,0.51380603
0.072016172,1.6064874,0.51299176
0.067450148,1.6065623,0.51218333
0.062634268,1.6064435,0.51130836
0.05762703,1.6061117,0.51037434
0.052490521,1.6056094,0.5094112
0.047374178,1.6049304,0.50850213
0.042348761,1.6041914,0.50771852
0.03690786,1.6033218,0.50685723
0.032112064,1.6022846,0.50607486
0.027333641,1.6010335,0.50524173
0.02247544,1.5995568,0.50438899
0.017616705,1.5978799,0.50352705
0.012877931,1.59606,0.5026852
0.008280782,1.5941546,0.50186225
0.004240107,1.5924178,0.50113542
-6.72E-05,1.5904641,0.50023607
-0.004227573,1.5883792,0.49922915
-0.008444956,1.5860942,0.49801153
-0.012487999,1.5835794,0.49674273
-0.016301917,1.5808926,0.49545799
-0.019840119,1.5780067,0.49417138
-0.023319002,1.5751103,0.49295938
-0.026587368,1.5721472,0.49169778
-0.029581649,1.5690082,0.49031954
-0.032791369,1.565467,0.4887664
-0.035317221,1.5618733,0.48728535
-0.037489376,1.5585392,0.48597145
-0.039301381,1.5546508,0.48472055
-0.04080043,1.5507119,0.48356832
-0.041948348,1.54675,0.48249859
-0.042832954,1.5428164,0.48151764
-0.043161352,1.5387762,0.48048529
-0.043039532,1.5346374,0.47951687
-0.042592625,1.5305112,0.47867857
-0.04156083,1.5264233,0.47801979
-0.040001664,1.5224443,0.47756621
-0.038442498,1.5184653,0.47711263
-0.035852496,1.5147827,0.47705849
-0.032743846,1.5112974,0.47718213
-0.029228377,1.5079678,0.47744394
-0.025212651,1.5047814,0.47775599
-0.020734046,1.5017447,0.47820527
-0.015864847,1.4989235,0.47879973
-0.010545219,1.4962968,0.47958309
-0.00559504,1.494034,0.48036183
0.000416847,1.4918355,0.48140038
0.00724454,1.4895481,0.48256196
0.013987672,1.4877821,0.48363492
0.021043186,1.4861402,0.48463821
0.028378958,1.4846812,0.48563593
0.036052056,1.4834042,0.48663679
0.043092692,1.4823463,0.48755451
0.051394343,1.4814359,0.48849143
0.060014421,1.4807108,0.48930968
0.069618709,1.4799526,0.49013175
0.078712122,1.4794754,0.49057488
0.088021719,1.4790794,0.49082367
0.097527085,1.4787705,0.4908787
0.106186889,1.4785572,0.49087274
0.116136474,1.4784658,0.49057294
0.126271642,1.4784446,0.49006382
0.13746634,1.4784483,0.4893873
0.14785403,1.4785664,0.48834721
0.15834299,1.4787366,0.4870617
0.16784774,1.4789399,0.48577237
0.17845799,1.4792149,0.48399585
0.18909351,1.4795624,0.48195997
0.19978649,1.4799619,0.47973117
0.21154043,1.4804397,0.47712914
0.22226463,1.4809442,0.47434121
0.23189742,1.481432,0.471708
0.24258777,1.4819832,0.46835732
0.25321659,1.4825354,0.46483629
0.26376866,1.4831041,0.46107919
0.27531042,1.4837437,0.45683773
0.28571343,1.4843907,0.45265403
0.29505918,1.4849729,0.448801
0.30526698,1.485625,0.44419995
0.31541014,1.4862443,0.43938484
0.32543778,1.4868529,0.43440637
0.33642059,1.4875472,0.42882653
0.34620301,1.4882325,0.42352434
0.3549384,1.4888541,0.41864772
0.36437097,1.4895512,0.41300924
0.37365936,1.4902591,0.40724297
0.38279513,1.4909737,0.40133771
0.39271699,1.4917428,0.39477987
0.40145805,1.4924312,0.38862
0.40920279,1.4930741,0.38304742
0.4167475,1.4937223,0.37736436
0.424729,1.4944208,0.37096221
0.43248589,1.4951052,0.36451597
0.44089819,1.4958394,0.35739431
0.44827051,1.4965132,0.35086064
0.45479732,1.4971053,0.34493912
0.46171503,1.4977523,0.33831737
0.46842698,1.4984127,0.33166537
0.47493209,1.4990592,0.32498641
0.48200426,1.4997656,0.31760602
0.4889157,1.5004541,0.3102135
0.49494613,1.5010444,0.30345673
0.50028447,1.5015695,0.29735127
0.50595346,1.50218,0.29056857
0.5114391,1.5027748,0.28378399
0.51733658,1.5034323,0.27636827
0.52244839,1.5040311,0.26965533
0.52742026,1.5046283,0.26298226
0.53225531,1.5051988,0.2563238
0.53693269,1.5057069,0.24970515
0.5410195,1.5061606,0.24376176
0.54538195,1.5066628,0.23720011
0.55003654,1.5072461,0.23004205
0.55399219,1.5078059,0.22366234
0.55771649,1.5084109,0.21736381
0.56132602,1.5090191,0.21110535
0.56483148,1.5096034,0.20486446
0.56821424,1.510109,0.19864075
0.57138098,1.5105306,0.1925057
0.57435764,1.5109887,0.1864962
0.57754023,1.5116265,0.17994976
0.58015035,1.5122924,0.17417879
0.5826619,1.5130086,0.16848082
0.585044,1.5136878,0.1628784
0.58734725,1.5143167,0.1573321
0.58949619,1.5148923,0.15186874
0.59144852,1.5154537,0.1465665
0.59314336,1.5161138,0.14144949
0.59470262,1.5169493,0.13649504
0.59609105,1.5178855,0.13165519
0.59729052,1.5187645,0.12703552
0.59865809,1.5195688,0.12243604
0.59983426,1.5203592,0.11809263
0.60085186,1.5212601,0.113972188
0.60174158,1.5222782,0.11005106
0.60245858,1.5234638,0.106443772
0.6029728,1.5248347,0.103097116
0.60342682,1.5261193,0.10019101
0.60368087,1.527827,0.097301018
0.60378959,1.5297141,0.094731755
0.60373717,1.5318736,0.092396417
0.60319641,1.5343189,0.09045653
0.60251546,1.5369834,0.088776174
0.60168142,1.5398439,0.087295805
0.6006286,1.5428908,0.086193468
0.59940331,1.546117,0.085298705
0.5980196,1.5495134,0.08470507
0.59638304,1.5533435,0.084139772
0.59464471,1.5570664,0.084052268
