X,Y,Z
-0.04148379,1.520053,0.4772541
-0.0388442,1.515906,0.4766938
-0.03675376,1.511971,0.4759438
-0.03305927,1.508332,0.47599
-0.0284891,1.504853,0.4763935
-0.0284891,1.504853,0.4763935
-0.01930468,1.498967,0.4781341
-0.01397288,1.49677,0.4794407
-0.008707374,1.494232,0.4804009
-0.003022358,1.491877,0.4809155
0.003302261,1.489686,0.4817469
0.00984779,1.487694,0.4826384
0.01644252,1.485704,0.4837774
0.01644252,1.485704,0.4837774
0.03162977,1.482868,0.486779
0.03978783,1.481979,0.4880093
0.04812664,1.481307,0.4888637
0.05658226,1.480351,0.4894736
0.06465035,1.479642,0.4903781
0.07370862,1.479107,0.4909241
0.07370862,1.479107,0.4909241
0.0928643,1.47859,0.4920076
0.1026433,1.478453,0.4919599
0.1124854,1.478122,0.4919981
0.1225639,1.478096,0.4912103
0.1328838,1.478019,0.4904972
0.1431803,1.478218,0.489414
0.1431803,1.478218,0.489414
0.1641462,1.478728,0.4873801
0.1750603,1.478895,0.4858329
0.1856556,1.479144,0.4841589
0.1967412,1.479771,0.4816067
0.2075329,1.480155,0.4791048
0.2075329,1.480155,0.4791048
0.2286664,1.480846,0.4734451
0.239239,1.481494,0.4701384
0.2501101,1.482213,0.467126
0.2607197,1.482996,0.4633937
0.2713882,1.483773,0.4595008
0.2713882,1.483773,0.4595008
0.2925591,1.484656,0.4506521
0.3030294,1.485293,0.4463964
0.3130536,1.485842,0.4415338
0.3229505,1.486551,0.4366902
0.3326965,1.487316,0.4316081
0.3326965,1.487316,0.4316081
0.3521881,1.488734,0.4211155
0.3621513,1.489189,0.4152426
0.3716646,1.489859,0.4097161
0.3812163,1.490716,0.4037024
0.3903833,1.491509,0.3976302
0.3903833,1.491509,0.3976302
0.4073793,1.492813,0.385149
0.4158344,1.49363,0.3790275
0.4240542,1.494462,0.3725555
0.4319151,1.495007,0.3660297
0.4395987,1.495618,0.3595168
0.4395987,1.495618,0.3595168
0.4471117,1.496341,0.3528855
0.4610313,1.497701,0.3396809
0.4679522,1.498353,0.3331678
0.4745063,1.498851,0.3264136
0.4811025,1.499551,0.3198123
0.4811025,1.499551,0.3198123
0.4932313,1.500932,0.306338
0.4990346,1.501611,0.2995097
0.5046498,1.502083,0.2927272
0.5103204,1.502682,0.2857129
0.5162261,1.503226,0.2789603
0.5213356,1.503604,0.2721132
0.5213356,1.503604,0.2721132
0.5311962,1.504956,0.2585866
0.5359589,1.505499,0.2519665
0.5400773,1.506126,0.2456551
0.5443494,1.50692,0.2392086
0.5487533,1.507583,0.232779
0.5530003,1.507788,0.2261426
0.5570942,1.507763,0.2195264
0.5570942,1.507763,0.2195264
0.5649601,1.508626,0.2064967
0.5678815,1.509437,0.2005326
0.5707527,1.510554,0.1947895
0.5732019,1.511549,0.1889812
0.5761726,1.512208,0.1830705
0.579404,1.512763,0.1767997
0.5825809,1.512639,0.1705419
0.5846677,1.512004,0.1647921
0.5868608,1.512344,0.1594314
0.5889201,1.514141,0.154062
0.5910613,1.515285,0.148787
0.592997,1.516599,0.1435529
0.5945737,1.517346,0.1387653
0.5962344,1.517838,0.1335182
0.597662,1.517964,0.1284369
0.5989273,1.518377,0.1237773
0.5995293,1.51924,0.1193718
0.6002603,1.520359,0.1152476
0.6007451,1.521706,0.1110329
0.6009148,1.522931,0.1078653
0.604737,1.523328,0.1027922
0.6047587,1.524503,0.1001188
0.6047497,1.526355,0.09756088
0.6051316,1.528019,0.09430692
0.604832,1.52982,0.09236402
0.6040695,1.532086,0.09031074
0.6040695,1.532086,0.09031074
0.6028008,1.537436,0.08634768
0.6018323,1.540577,0.08534027
0.6003906,1.544526,0.08451192
0.5993294,1.547781,0.08339333
0.5979492,1.551148,0.08331524
0.5964093,1.55496,0.08275719
0.5946034,1.558488,0.08328355
0.5925791,1.562082,0.08341639
0.5902324,1.56605,0.08437439
0.5877039,1.570387,0.08465776
0.5854175,1.574665,0.08547264
0.5830483,1.579142,0.08600157
0.5808393,1.58305,0.08676515
0.5853316,1.586509,0.08523948
0.5828955,1.590974,0.08630628
0.5810977,1.595532,0.08726288
0.5788423,1.599826,0.08829213
0.5762712,1.603839,0.08993328
0.5740154,1.608152,0.0908781
0.5715989,1.612192,0.09232597
0.5687611,1.616175,0.09386458
0.5661918,1.619972,0.0955476
0.5631983,1.623984,0.09736067
0.5601935,1.627693,0.09939964
0.5570968,1.630819,0.1018262
0.5538408,1.634154,0.1040518
0.5538408,1.634154,0.1040518
0.5474806,1.640471,0.1083902
0.5446198,1.643039,0.1105105
0.5416306,1.645258,0.112934
0.5388339,1.647493,0.1154115
0.5358049,1.648968,0.1186138
0.532678,1.650654,0.1217968
0.5296652,1.65175,0.1253729
0.5272306,1.65269,0.1287282
0.5251374,1.653422,0.1318024
0.5225127,1.65447,0.1347769
0.5200068,1.6551,0.1379153
0.5173379,1.65558,0.1408752
0.5150487,1.655673,0.1441466
0.5150487,1.655673,0.1441466
0.5099049,1.655432,0.1515879
0.5081915,1.654502,0.1555455
0.5062823,1.65382,0.1594711
0.505106,1.652555,0.1634091
0.5037123,1.651233,0.1672953
0.5021097,1.650214,0.1708293
0.5003201,1.648769,0.1745956
0.498472,1.647402,0.1786173
0.4965085,1.64561,0.182894
0.4947184,1.643758,0.1871819
0.4933835,1.641671,0.1911344
0.4921614,1.639434,0.1951396
0.4921614,1.639434,0.1951396
