PositionX,PositionY,PositionZ
0.2513843,0.9736609,0.3183188
0.2449468,0.9675276,0.3167744
0.238568,0.9614625,0.3149886
0.2327013,0.9565761,0.3132128
0.2272651,0.9521684,0.3105698
0.2213924,0.9483162,0.3094968
0.216125,0.9449453,0.307776
0.2108209,0.9418691,0.3071345
0.2055837,0.9384765,0.3056678
0.2003022,0.9356958,0.3049771
0.1946428,0.9325369,0.3038628
0.1889038,0.9299785,0.303277
0.1828887,0.927914,0.3024667
0.1780068,0.9262746,0.3018213
0.1740315,0.9251724,0.3023611
0.1704296,0.9243296,0.3027297
0.1665022,0.9232829,0.3031595
0.1665022,0.9232829,0.3031595
0.1629912,0.9231753,0.3040776
0.1508796,0.9249888,0.3062464
0.1468305,0.9258502,0.3075323
0.1468305,0.9258502,0.3075323
0.1403024,0.9290038,0.3116438
0.1377174,0.9319111,0.3147252
0.1345915,0.9340487,0.3178509
0.1320052,0.9368129,0.3207946
0.1297821,0.9395466,0.3243735
0.1269854,0.942332,0.3267988
0.1247573,0.9464487,0.3302446
0.1219684,0.9500816,0.3336141
0.1188794,0.9550791,0.337396
0.1188794,0.9550791,0.337396
0.1136643,0.9656699,0.3460443
0.1114404,0.9714752,0.3511987
0.1094598,0.9773008,0.3557036
0.1076404,0.9832885,0.3606079
0.1054177,0.9893331,0.3646646
0.1024147,0.9976844,0.368991
0.1024147,0.9976844,0.368991
0.09716511,1.013794,0.3785862
0.09498569,1.022982,0.384221
0.09262469,1.031934,0.3897134
0.09262469,1.031934,0.3897134
0.08914415,1.052331,0.4017878
0.08699456,1.062376,0.407765
0.08482668,1.073811,0.4136863
0.08243848,1.086101,0.4194561
0.08020333,1.098631,0.4252067
0.07796884,1.111117,0.4308833
0.07597402,1.125517,0.4360244
0.07381327,1.138936,0.4413749
0.07381327,1.138936,0.4413749
0.07165392,1.153314,0.4460405
0.06736134,1.183379,0.4540155
0.06736134,1.183379,0.4540155
0.06526881,1.198699,0.4574495
0.06335272,1.213923,0.4608196
0.06152041,1.230273,0.4625439
0.05937734,1.245894,0.4649045
0.05728091,1.261651,0.4654421
0.05497813,1.277122,0.4645112
0.05276711,1.292126,0.4627385
0.05098148,1.305963,0.4612369
0.04926328,1.318877,0.4571956
0.04753675,1.331543,0.454814
0.04721232,1.342751,0.451395
0.0465951,1.353012,0.4478213
0.0462101,1.362325,0.4445874
0.04583924,1.37079,0.4408533
0.04545158,1.379212,0.4381875
0.04520918,1.385632,0.4350776
0.04545337,1.391882,0.4315653
0.04610211,1.39664,0.4287078
0.04627918,1.401826,0.4263351
0.0464178,1.405216,0.423926
0.04600976,1.406786,0.4213958
0.04603322,1.409537,0.4193876
0.04599075,1.410626,0.4182296
0.04559931,1.411696,0.4167908
0.04374211,1.410309,0.415334
0.04191128,1.410201,0.4138985
0.03972675,1.409516,0.4127702
0.03656379,1.406741,0.4114011
0.03338336,1.404558,0.4102818
0.03040467,1.402905,0.4091005
0.02687002,1.40025,0.4079256
0.02359006,1.398455,0.4065603
0.02033059,1.395726,0.4054959
0.01690808,1.393197,0.4043221
0.01417058,1.390382,0.4036512
0.01153683,1.387457,0.4028655
0.009049527,1.384411,0.4023899
0.006999984,1.380562,0.402523
0.004500791,1.376824,0.4021332
0.001570292,1.372391,0.4020808
-0.001301765,1.368019,0.401426
-0.004674174,1.363039,0.4005433
-0.007925056,1.35811,0.3992845
-0.01172283,1.352599,0.3973182
-0.0157523,1.346644,0.3948934
-0.01929539,1.341268,0.3926509
-0.02268164,1.335346,0.3897141
-0.02630158,1.330025,0.3875319
-0.02917168,1.324702,0.3844594
-0.03224832,1.318936,0.3811814
-0.03548272,1.313081,0.3782618
-0.0389324,1.306302,0.3745385
-0.04175989,1.299725,0.370927
-0.04405153,1.293057,0.3673311
-0.04655379,1.286372,0.3635573
-0.0480855,1.279741,0.3600105
-0.04930525,1.273499,0.3563072
-0.05060546,1.266158,0.3528564
-0.05102305,1.258996,0.3495829
-0.0517024,1.251695,0.3462478
-0.0515089,1.244291,0.3432802
-0.05183589,1.236768,0.3402776
-0.05031736,1.229504,0.3378486
-0.048747,1.222439,0.3354367
-0.04647192,1.215513,0.3332954
-0.04411553,1.208933,0.331478
-0.04189071,1.202557,0.3297658
-0.03788745,1.19704,0.3291774
-0.03490081,1.191115,0.3281147
-0.03068209,1.186013,0.3278682
-0.02615978,1.181296,0.3281193
-0.02157582,1.176795,0.3287149
-0.01638332,1.172955,0.3293049
-0.01140663,1.169378,0.330267
-0.005734026,1.167003,0.3321316
0.000386193,1.165457,0.334577
0.00618571,1.163455,0.3362428
0.01274373,1.162983,0.3388329
0.01969571,1.162826,0.3419553
0.02615975,1.162263,0.3445051
0.03421925,1.164035,0.3485228
0.04147628,1.164757,0.3517043
0.04925358,1.167328,0.3559288
0.05703722,1.170397,0.3598697
0.06553458,1.173967,0.3639531
0.06553458,1.173967,0.3639531
0.08294035,1.182925,0.3731824
0.09204736,1.188715,0.378021
0.1012198,1.195623,0.3832306
0.110222,1.203268,0.3877257
0.1191335,1.21156,0.3919168
0.1278752,1.219589,0.3958791
0.1369768,1.229711,0.3993561
0.145901,1.238943,0.4030415
0.1547192,1.248462,0.4063216
0.1636448,1.258779,0.4088121
0.172873,1.269284,0.4109206
0.1815351,1.280193,0.4125539
0.1905616,1.290413,0.4143105
0.1994627,1.301503,0.4148204
0.2077445,1.312902,0.4147803
0.2162777,1.323835,0.4149919
0.2243958,1.33511,0.413657
0.231789,1.346371,0.4112105
0.2399184,1.35739,0.4095451
0.2472445,1.367842,0.4069353
0.2551256,1.378131,0.4041722
0.262237,1.38806,0.4007304
0.2694269,1.39798,0.396458
0.2766041,1.407628,0.3922064
0.2833834,1.416998,0.3873123
0.2902623,1.426412,0.3826149
0.2967354,1.434594,0.3775679
0.3032447,1.44251,0.3718743
0.3091837,1.449512,0.3664541
0.315446,1.457007,0.3608645
0.3214098,1.463437,0.3550556
0.327144,1.469631,0.3489133
0.3330527,1.475282,0.3430653
0.3384763,1.48056,0.3370248
0.3437045,1.486007,0.3309765
0.3487139,1.490376,0.3250806
0.3537766,1.494443,0.3189893
0.3585803,1.498054,0.3131083
0.363616,1.501969,0.3068847
0.36854,1.504737,0.3011379
0.3731281,1.507465,0.2952635
0.378,1.510171,0.2895955
0.3824734,1.512056,0.2835588
0.3867941,1.513329,0.2779626
0.3909725,1.514344,0.272725
0.3950253,1.514959,0.267822
0.3993388,1.51585,0.2626808
0.4033173,1.515624,0.25818
0.4074498,1.515213,0.2534841
0.4113973,1.51427,0.2488749
0.4153231,1.513572,0.2445489
0.4192765,1.511999,0.2402294
0.4230446,1.510037,0.2366002
0.4268336,1.507637,0.2332143
0.4307865,1.505243,0.2292989
0.4346057,1.501216,0.2265589
0.4379032,1.49753,0.2239145
0.4414901,1.493871,0.221199
0.4450955,1.48929,0.2188228
0.4486223,1.48412,0.2166492
0.4518858,1.478693,0.2150735
0.4554263,1.473351,0.2131428
0.4588176,1.467125,0.2119602
0.4624219,1.460476,0.2107018
0.4661891,1.453491,0.2092246
0.469671,1.446619,0.2080637
0.4723095,1.43844,0.2082815
0.4743632,1.429549,0.2095318
0.4766099,1.420417,0.2106786
0.4787445,1.411156,0.2117959
0.4813712,1.402075,0.2124033
0.4836795,1.392286,0.2129359
0.4861718,1.382259,0.2133522
0.4880657,1.372491,0.2140463
0.4882587,1.361771,0.2157507
0.488877,1.35138,0.2170281
0.4887797,1.340215,0.2189031
0.4887804,1.328391,0.2207938
0.4887598,1.316741,0.2225747
0.488477,1.305395,0.2241774
0.4880052,1.293538,0.22594
0.4865119,1.28195,0.2278735
0.4851142,1.270287,0.2304493
0.4833956,1.257909,0.2327243
0.4814864,1.245178,0.2354446
0.479448,1.232466,0.2377846
0.4775595,1.219927,0.2398515
0.4748149,1.207173,0.2420605
0.4704111,1.195035,0.2442826
0.4667939,1.182928,0.2469364
0.4617457,1.170869,0.2500711
0.4563304,1.159245,0.2529188
0.4513087,1.14781,0.2554581
0.4460705,1.13635,0.2579924
0.4406778,1.125239,0.2606718
0.4346006,1.114255,0.2629257
0.4287243,1.103474,0.2650415
0.4227808,1.092625,0.2671576
0.4151557,1.082865,0.269183
0.4082561,1.072632,0.271479
0.3989917,1.063488,0.2734211
0.3897529,1.054851,0.2752864
0.3804854,1.046047,0.2768804
0.3712667,1.03798,0.2781183
0.3621799,1.029978,0.2794927
0.3537882,1.023736,0.2806434
0.3455878,1.016276,0.2818237
0.3365467,1.00968,0.2827298
0.3275711,1.003166,0.2834142
0.3182195,0.9967232,0.2842435
0.3087656,0.9916497,0.2847849
0.2987648,0.987025,0.2857885
0.2889472,0.983042,0.286954
0.2799088,0.9795615,0.2882494
0.2712036,0.97624,0.2893642
0.2631493,0.9727321,0.2905082
0.255774,0.9708554,0.2913098
0.2479415,0.9683176,0.2927857
0.2403945,0.9666849,0.2938669
0.2327099,0.9658603,0.2955619
0.2251859,0.9646323,0.297117
0.2181052,0.9645144,0.2991031
0.2108969,0.9641684,0.3011851
0.2040277,0.9645963,0.3031836
0.1985674,0.9651726,0.3051158
0.1926911,0.9658515,0.3071474
0.18725,0.9673029,0.3095241
0.1814013,0.969212,0.3120465
0.1756192,0.9710314,0.3148991
0.1698266,0.9739003,0.3176118
0.1644569,0.9767768,0.3208888
0.1603626,0.9797638,0.3240862
0.1558571,0.9825974,0.3272584
0.1520454,0.9860897,0.3306686
0.1481873,0.9896995,0.3339228
0.1441484,0.9934432,0.3372869
0.1403344,0.9989265,0.3411009
0.1366426,1.003827,0.3450152
0.1334914,1.009694,0.3495646
0.1303691,1.014975,0.3539113
0.1285097,1.021258,0.3590749
0.1262122,1.027033,0.3636877
0.1240332,1.03284,0.3685272
0.1219907,1.039578,0.3735259
0.1203928,1.046736,0.378837
0.1182202,1.053793,0.3838699
0.1171469,1.061805,0.3894504
0.1161886,1.070445,0.3950084
0.1154902,1.079375,0.400869
0.1149658,1.088624,0.406643
0.1136729,1.09759,0.411958
0.1128867,1.10724,0.4173335
0.1120768,1.117664,0.4224285
0.1114834,1.127831,0.4278584
0.1110179,1.139246,0.4329248
0.1107745,1.150786,0.4381132
0.1101678,1.162076,0.4429554
0.1104935,1.174966,0.447419
0.1112118,1.187757,0.4519405
0.1114608,1.200925,0.4563633
0.1115996,1.213759,0.4604749
0.1116743,1.226951,0.4645316
0.1121935,1.240925,0.4680142
0.1129902,1.255432,0.4711204
0.1139635,1.270067,0.473916
0.1153193,1.285498,0.4757949
0.1166706,1.300492,0.478511
0.1180941,1.315707,0.4807854
0.120194,1.331082,0.4825436
0.1218301,1.346424,0.4838979
0.1236852,1.361844,0.4850425
0.1252675,1.377102,0.4859949
0.1268231,1.392324,0.4862575
0.128244,1.406874,0.4858928
0.1290274,1.421154,0.485169
0.1298745,1.435452,0.4849109
0.1299133,1.449229,0.4827439
0.1301955,1.462242,0.4809817
0.1303914,1.475549,0.4792207
0.1297434,1.487853,0.4762424
0.1295426,1.500483,0.4733126
0.1279318,1.511618,0.4694663
0.1262824,1.522804,0.4648974
0.1237439,1.532779,0.4602183
0.1209214,1.542494,0.456015
0.1181014,1.551354,0.4511278
0.1156405,1.5607,0.4467599
0.112268,1.56864,0.4413202
0.1087062,1.575855,0.4360414
0.1051031,1.583141,0.4309239
0.1005483,1.588836,0.42542
0.09498341,1.593532,0.4199336
0.08954356,1.597313,0.4150614
0.08422398,1.600573,0.4103399
0.07855366,1.604022,0.4053065
0.07361189,1.605925,0.4006837
0.06813957,1.607465,0.395239
0.06302414,1.608041,0.3905312
0.05776921,1.610167,0.3850611
0.05220443,1.608936,0.381368
0.04705296,1.607553,0.3780537
0.04152678,1.605351,0.3743095
0.03628049,1.603615,0.3705804
0.03056375,1.60008,0.3672229
0.02554988,1.59593,0.3643302
0.02086927,1.591655,0.3621644
0.01654685,1.586714,0.3603137
0.01230819,1.58237,0.358657
0.008768752,1.576924,0.3571733
0.005295821,1.570861,0.3558558
0.001441225,1.565144,0.3539602
-0.001057856,1.557447,0.3531997
-0.003507704,1.550257,0.3530077
-0.006380245,1.54365,0.3524721
-0.007647768,1.536781,0.3542286
-0.008395687,1.530719,0.3553303
-0.009491265,1.524206,0.3561145
-0.009500548,1.517811,0.3566754
-0.00864023,1.511226,0.3571986
-0.007392898,1.505029,0.3580284
-0.005443573,1.498627,0.3590115
-0.003067195,1.492716,0.3610828
-0.000541598,1.487226,0.3630911
0.001807034,1.481928,0.3651953
0.007644072,1.478569,0.3683678
0.01235181,1.473975,0.3702826
0.01739106,1.46948,0.3721484
0.0250808,1.467406,0.3748207
0.03036503,1.465204,0.3773733
0.03704213,1.464046,0.3801076
0.04461277,1.464743,0.382686
0.05276556,1.466599,0.385609
0.06077623,1.468088,0.3881015
0.06960182,1.469134,0.3906024
0.07864808,1.471876,0.3926358
0.08819246,1.474592,0.394472
0.09889089,1.477853,0.3962831
0.1077959,1.480188,0.3983271
0.1185892,1.484001,0.3997993
0.1285474,1.487219,0.4016438
0.1391803,1.490641,0.403092
0.1493434,1.494201,0.4043114
0.1599379,1.49793,0.4052985
0.1699719,1.502246,0.4056192
0.1803712,1.506339,0.4060545
0.1907894,1.510113,0.4059637
0.2011554,1.513973,0.4055919
0.2114063,1.517417,0.4053859
0.2219563,1.521057,0.4044824
0.2323266,1.524422,0.4032122
0.2424571,1.52802,0.402035
0.2528324,1.531718,0.4006258
0.2629499,1.535113,0.3987597
0.2734433,1.537879,0.3963489
0.2839881,1.540584,0.3940192
0.2947666,1.542873,0.3910387
0.3054085,1.544845,0.3881591
0.3156687,1.547069,0.3850543
0.3260363,1.548619,0.38153
0.3359861,1.55011,0.3776909
0.3459321,1.551009,0.3737789
0.3555488,1.55231,0.3702734
0.3651178,1.55233,0.3661591
0.3747881,1.55266,0.3622265
0.3844394,1.552006,0.3575771
0.3940381,1.550941,0.3527823
0.403511,1.550106,0.34837
0.4130915,1.548085,0.3438676
0.4227697,1.546262,0.3390879
0.4320288,1.543237,0.3344821
0.4412401,1.539951,0.3298589
0.4498627,1.535651,0.3254595
0.4578699,1.530993,0.3210773
0.4658485,1.526224,0.3171137
0.4729552,1.520358,0.3134812
0.4798065,1.513888,0.3096801
0.4864008,1.506787,0.306708
0.4933929,1.500673,0.3033378
0.4991924,1.492895,0.3008867
0.5041445,1.485066,0.2989936
0.508123,1.476773,0.2976484
0.5117224,1.468566,0.2964345
0.5155215,1.460919,0.2943728
0.5188891,1.452882,0.2926882
0.5231432,1.445127,0.2907537
0.5264189,1.436504,0.2898905
0.5295276,1.427802,0.2897065
0.5324033,1.419148,0.2894154
0.5347055,1.409767,0.289689
0.5356317,1.400405,0.2905205
0.5372245,1.390773,0.2910748
0.5383836,1.381294,0.2916432
0.538401,1.370883,0.2938433
0.537586,1.360741,0.2958462
0.5373515,1.350886,0.2975637
0.5347571,1.341034,0.2997863
0.5330367,1.331663,0.3022745
0.5300264,1.322114,0.3054815
0.5257888,1.311972,0.3096287
0.5207549,1.301981,0.3144098
0.5168056,1.291965,0.3186615
0.51118,1.282638,0.3236516
0.5048624,1.273742,0.3284247
0.4984575,1.26534,0.3324917
0.4917849,1.256841,0.3368119
0.4824712,1.249,0.3415265
0.474983,1.240727,0.3469715
0.4654805,1.233494,0.3522294
0.4559276,1.226906,0.3572347
0.4460002,1.220973,0.3621363
0.4366082,1.215542,0.3668322
0.4265988,1.21226,0.3714677
0.4168935,1.209746,0.3761786
0.4073754,1.207073,0.3806099
0.3972865,1.206202,0.3846265
0.3865522,1.205865,0.3886954
0.3764156,1.207416,0.3927564
0.3669896,1.210731,0.3962251
0.3577901,1.214268,0.3999926
0.3487566,1.217803,0.4035592
0.3400181,1.223083,0.4069827
0.3315415,1.228401,0.4100704
0.3236515,1.2357,0.4126354
0.3158345,1.24326,0.4152675
0.3081725,1.251893,0.4172738
0.3004033,1.260296,0.4197647
0.29344,1.271859,0.4209728
0.2863398,1.281507,0.4228889
0.2795231,1.292314,0.4241596
0.2730935,1.303915,0.425048
0.2663844,1.315329,0.4258673
0.2598239,1.326669,0.4264303
0.2532793,1.338472,0.426602
0.2472409,1.350646,0.426218
0.2412868,1.362883,0.4258332
0.2352783,1.374545,0.425702
0.2296121,1.386732,0.4245785
0.2238383,1.397943,0.4235353
0.2182561,1.409385,0.4219647
0.2124937,1.420451,0.4208317
0.2070312,1.430763,0.4185899
0.2018331,1.441311,0.4170452
0.1965233,1.450566,0.4154415
0.1917297,1.459491,0.4137366
0.1866625,1.468266,0.4124589
0.1818509,1.47616,0.41075
0.1762371,1.483368,0.4093176
0.1707721,1.48984,0.4078302
0.1654074,1.496085,0.4062099
0.1598623,1.501386,0.4053
0.1543446,1.506678,0.4045587
0.1486727,1.510466,0.4036672
0.1424797,1.513198,0.4030756
0.1355224,1.515589,0.4025329
0.1288578,1.518011,0.4018508
0.1207355,1.517328,0.4014145
0.1135346,1.518226,0.4007359
0.1053564,1.518033,0.4002233
0.09654782,1.516209,0.3994414
0.08651297,1.512563,0.3997651
0.07600357,1.508218,0.399031
0.06524381,1.503449,0.3977816
0.05450203,1.497515,0.396553
0.04458119,1.492135,0.3959454
0.03452267,1.484494,0.3951793
0.02467424,1.476473,0.394435
0.01471776,1.468428,0.3936854
0.004118446,1.458381,0.3925639
-0.006931402,1.447457,0.3911042
-0.01757218,1.435732,0.3897376
-0.02775456,1.423488,0.3888919
-0.03703347,1.41058,0.3875196
-0.0470611,1.39798,0.3865647
-0.0566982,1.383357,0.3846694
-0.06672283,1.368028,0.3829492
-0.07638376,1.353342,0.380821
-0.0854618,1.33589,0.3774169
-0.09508952,1.320551,0.374692
-0.1039093,1.302858,0.3714789
-0.1130826,1.285938,0.3688545
-0.1195516,1.269181,0.3629826
-0.1275284,1.252868,0.3589422
-0.1339361,1.237318,0.3536311
-0.1401902,1.220406,0.348749
-0.147009,1.203756,0.3436324
-0.1528671,1.185473,0.3379792
-0.1574784,1.167212,0.3311037
-0.1622339,1.150167,0.3237621
-0.166253,1.135472,0.3169924
-0.1710278,1.121517,0.3095738
-0.1739444,1.109225,0.3015941
-0.1762768,1.098148,0.2922159
-0.1775798,1.087489,0.283729
-0.1796525,1.077721,0.2754937
-0.1811759,1.072451,0.2682039
-0.1838216,1.065154,0.2615288
-0.1850942,1.060801,0.2562943
-0.1869821,1.056783,0.251547
-0.1879043,1.053646,0.247208
-0.1894349,1.050075,0.2423091
-0.1902138,1.048839,0.2383333
-0.1914396,1.048553,0.234894
-0.1926498,1.047802,0.2318004
-0.1941239,1.049637,0.2300272
-0.1952444,1.051539,0.2287966
-0.1962232,1.053942,0.2285724
-0.1977215,1.055993,0.2277161
-0.1983374,1.061197,0.2292365
-0.1998189,1.065305,0.2292884
-0.2010999,1.070639,0.2306307
-0.2033836,1.076981,0.232314
-0.2046699,1.083179,0.2334985
-0.2060091,1.089581,0.2343368
-0.2072729,1.097858,0.234957
-0.2087352,1.10703,0.2358907
-0.210291,1.116446,0.2372792
-0.2121022,1.126252,0.2385218
-0.2147183,1.137617,0.2404108
-0.2172487,1.149565,0.2422535
-0.219795,1.160912,0.2440511
-0.2228274,1.175248,0.2454944
-0.2253667,1.18934,0.2465485
-0.2275624,1.20301,0.2477276
-0.2289796,1.217912,0.248649
-0.2308091,1.23267,0.2496278
-0.2321664,1.248635,0.2500499
-0.2338244,1.2649,0.2506719
-0.2352953,1.282058,0.2509941
-0.2370729,1.297552,0.251735
-0.2377437,1.314698,0.251705
-0.2384049,1.331482,0.2518627
-0.2385279,1.348095,0.2516709
-0.2378857,1.364336,0.251435
-0.2376985,1.381067,0.2514317
-0.2359842,1.396666,0.2502695
-0.2354936,1.412695,0.2491452
-0.2337469,1.426638,0.2483867
-0.2328721,1.441191,0.2477741
-0.2307901,1.453527,0.2473591
-0.2285557,1.465874,0.2468246
-0.2261058,1.476326,0.2467246
-0.2239445,1.486692,0.2458556
-0.2223017,1.497011,0.2455937
-0.2203488,1.50611,0.2454082
-0.218537,1.514273,0.2451578
