PositionX,PositionY,PositionZ
0.3026686,1.222552,0.3585042
0.3017614,1.222552,0.358655
0.3016473,1.222046,0.3585576
0.3010195,1.22187,0.3586656
0.3005402,1.221824,0.3587598
0.3009581,1.221538,0.3587615
0.3007801,1.221839,0.358874
0.3013237,1.221724,0.3588242
0.3011139,1.222045,0.3588455
0.301514,1.222251,0.3587156
0.3017651,1.222312,0.3585074
0.3013318,1.222701,0.358485
0.3017242,1.22287,0.3583277
0.3014317,1.223158,0.3583671
0.3018213,1.223355,0.3583593
0.3018751,1.223549,0.358434
0.3023988,1.223673,0.3584383
0.3023987,1.224091,0.3585739
0.3029159,1.224235,0.3584186
0.3029866,1.224542,0.3584538
0.3034279,1.224749,0.358286
0.3039334,1.224888,0.3579469
0.3038477,1.225193,0.3579561
0.3043979,1.225262,0.3577099
0.3044596,1.22566,0.3576779
0.3049178,1.226006,0.3575179
0.3051124,1.226308,0.3574469
0.3057177,1.226368,0.3573049
0.3058203,1.226587,0.357204
0.3061176,1.226741,0.3570438
0.3066356,1.226779,0.3567796
0.3067288,1.227074,0.3566093
0.3067458,1.227341,0.3564322
0.3068734,1.227568,0.356184
0.3072534,1.227602,0.3558707
0.3072802,1.227807,0.3556464
0.3079454,1.227857,0.3553099
0.2989461,1.23174,0.3577084
0.2986098,1.232435,0.3577853
0.2987245,1.232842,0.3576234
0.2990316,1.233106,0.357392
0.2990571,1.233369,0.3572329
0.2992951,1.233488,0.3569905
0.2994127,1.233631,0.3567017
0.2995937,1.233875,0.3565799
0.2997633,1.234084,0.3564572
0.2999658,1.234145,0.3563218
0.3001232,1.233982,0.3562093
0.3004591,1.233654,0.3560271
0.3006711,1.233176,0.3558677
0.3008685,1.232853,0.3557338
0.3009424,1.232237,0.3556542
0.3006552,1.231783,0.3557359
0.3008235,1.230903,0.35563
0.3007731,1.229897,0.3555057
0.3009887,1.228591,0.3552068
0.3010776,1.227342,0.354997
0.3010505,1.22606,0.3548645
0.3010718,1.224711,0.3546535
0.3011504,1.223163,0.3544469
0.3010977,1.221642,0.3543171
0.3012322,1.22005,0.3541847
0.3014772,1.218107,0.3538759
0.3014711,1.216348,0.3537296
0.3012977,1.214445,0.3535476
0.3012232,1.212532,0.3533448
0.3010486,1.210382,0.3532003
0.3007254,1.208449,0.3530723
0.3001129,1.206419,0.3530989
0.2994843,1.204187,0.3529623
0.2990105,1.201685,0.3528048
0.2985394,1.199376,0.3526419
0.2982415,1.197103,0.3524961
0.2979641,1.19452,0.3523575
0.297613,1.192292,0.3523864
0.2969655,1.189713,0.3524854
0.296562,1.186857,0.3523557
0.295789,1.183942,0.3523245
0.2948689,1.180839,0.3522699
0.2940605,1.17724,0.351857
0.29329,1.173961,0.3516589
0.2929685,1.17087,0.3512231
0.2922556,1.167663,0.35106
0.2920429,1.164791,0.3508325
0.2916778,1.161611,0.3506046
0.2910401,1.158071,0.350419
0.289993,1.154239,0.3500361
0.2885385,1.150033,0.349839
0.2873641,1.146038,0.349292
0.2862413,1.141949,0.3488892
0.2853092,1.137799,0.3483952
0.2842403,1.133258,0.3479137
0.2831388,1.128402,0.3471933
0.281273,1.123317,0.3466013
0.2796682,1.11838,0.3458796
0.2780802,1.113242,0.345201
0.2768085,1.108569,0.3445248
0.2752026,1.10381,0.3439482
0.2720958,1.10042,0.3437765
0.270598,1.095908,0.3431101
0.2678441,1.091426,0.3425682
0.2658159,1.086571,0.3416783
0.2628976,1.081549,0.3409961
0.2608711,1.076775,0.3399853
0.2584273,1.071756,0.3392513
0.2562824,1.067381,0.3383836
0.2538497,1.063101,0.3377366
0.2514484,1.05872,0.3371487
0.2490246,1.055241,0.3364368
0.2462202,1.051315,0.3356858
0.2436118,1.047806,0.3349642
0.2406754,1.044214,0.3343758
0.2376453,1.040928,0.3336435
0.2341335,1.037796,0.3330485
0.2301316,1.035128,0.3326657
0.2264164,1.032511,0.3320659
0.2227117,1.029783,0.3314621
0.2185364,1.027543,0.3309419
0.2144907,1.025352,0.3304944
0.2105817,1.023454,0.3300108
0.2064165,1.021826,0.329721
0.2024482,1.020273,0.3294556
0.1978424,1.019502,0.3295586
0.1882511,1.01835,0.3299528
0.1882511,1.01835,0.3299528
0.1827361,1.018768,0.330467
0.1780369,1.018537,0.3306544
0.1726551,1.019237,0.3314297
0.167934,1.020084,0.3320176
0.1628129,1.020933,0.3327619
0.1573998,1.022331,0.333643
0.1519226,1.023673,0.3342339
0.1393775,1.027519,0.3352316
0.1338603,1.03017,0.3363462
0.1284751,1.033387,0.3377705
0.1222305,1.037286,0.3393261
0.1165197,1.040734,0.3405959
0.1165197,1.040734,0.3405959
0.1051727,1.04939,0.3438125
0.09981029,1.054158,0.3454416
0.09481848,1.0588,0.346779
0.08949207,1.064261,0.3488523
0.08417188,1.069978,0.3505917
0.07906518,1.075794,0.352327
0.07906518,1.075794,0.352327
0.06902654,1.0879,0.3558175
0.0646506,1.094556,0.3580703
0.06058072,1.101278,0.3602123
0.05629577,1.107889,0.3623874
0.05245792,1.114984,0.3646336
0.05245792,1.114984,0.3646336
0.04448642,1.129642,0.368942
0.04091124,1.137043,0.3710277
0.0372833,1.144461,0.3732019
0.03397179,1.151972,0.3754465
0.03128213,1.159497,0.3778515
0.02854961,1.166938,0.3804514
0.02854961,1.166938,0.3804514
0.02322503,1.181967,0.3859577
0.02091069,1.189542,0.3885669
0.01861048,1.196945,0.3909572
0.01682995,1.204272,0.3934638
0.01505683,1.211442,0.3958679
0.01332553,1.218417,0.3983219
0.01145099,1.225296,0.4006263
0.009690195,1.232058,0.403092
0.008449331,1.238153,0.4054363
0.008449331,1.238153,0.4054363
0.006887972,1.244493,0.4077317
0.004798889,1.255269,0.4122111
0.003809206,1.260173,0.4145344
0.002983019,1.265253,0.4166946
0.002299212,1.269424,0.4187731
0.002299212,1.269424,0.4187731
0.00093437,1.276827,0.4226264
0.00024423,1.279802,0.4241096
0.00024423,1.279802,0.4241096
-0.00036826,1.282683,0.4255432
-0.001120269,1.283921,0.4264445
-0.00172101,1.284962,0.4273064
-0.002131522,1.286166,0.4281451
-0.002287343,1.286771,0.4290268
-0.002638876,1.2878,0.4301752
-0.002781406,1.288551,0.4308665
-0.00322628,1.28851,0.4314918
-0.004075214,1.287202,0.4328612
-0.004075214,1.287202,0.4328612
-0.00350628,1.285589,0.4332103
-0.004284263,1.283241,0.4343863
-0.004284263,1.283241,0.4343863
-0.003350578,1.282156,0.4366078
-0.002555043,1.282613,0.437606
-0.002555043,1.282613,0.437606
-0.000909478,1.282753,0.4380583
-0.000406332,1.283265,0.4389848
5.70E-05,1.284019,0.439518
0.000809468,1.284415,0.4398027
0.001467973,1.284559,0.4399552
0.00256817,1.284137,0.4403458
0.003078297,1.28377,0.4407513
0.003804266,1.282936,0.4411137
0.003804266,1.282936,0.4411137
0.004634194,1.281913,0.4413069
0.006246209,1.279798,0.4411708
0.006246209,1.279798,0.4411708
0.008119397,1.277665,0.440682
0.008682817,1.276787,0.4404026
0.008682817,1.276787,0.4404026
0.01000477,1.275228,0.4398296
0.01081441,1.27444,0.4397466
0.01156352,1.273696,0.4396705
0.01210198,1.273166,0.4396807
0.01233467,1.272607,0.4398649
0.01287276,1.27179,0.4398481
0.01287276,1.27179,0.4398481
0.01334606,1.271042,0.4397898
0.01429883,1.269562,0.4398056
0.01429883,1.269562,0.4398056
0.01469684,1.268946,0.4398808
0.01529597,1.267964,0.4401244
0.01556067,1.267552,0.4401807
0.01576733,1.267193,0.440248
0.01576733,1.267193,0.440248
0.01594727,1.266905,0.4403815
0.01617101,1.266374,0.4406127
0.01623549,1.266139,0.4407791
0.01633807,1.26591,0.4408726
0.01659646,1.265504,0.4406871
0.01665871,1.265245,0.4406914
0.01689188,1.26507,0.4405577
0.01725561,1.264854,0.4404525
0.01747268,1.265009,0.4405625
0.01747268,1.265009,0.4405625
0.01793453,1.264775,0.440509
0.01848227,1.264976,0.4406198
0.01865639,1.265146,0.4406056
0.018914,1.265347,0.4406259
0.01926693,1.26584,0.4408249
0.01926693,1.26584,0.4408249
0.02007172,1.266859,0.4412364
0.02007172,1.266859,0.4412364
0.0211174,1.268735,0.4419238
0.02180993,1.270202,0.4424647
0.02180993,1.270202,0.4424647
0.02271674,1.273905,0.4439294
0.02335702,1.276145,0.4447708
0.02419166,1.279966,0.4460796
0.02467201,1.282751,0.4469607
0.02492284,1.286317,0.4479574
0.02508063,1.290392,0.4489948
0.02482624,1.294248,0.4499185
0.02482624,1.294248,0.4499185
0.02390303,1.303599,0.4513657
0.02346704,1.308703,0.4523263
0.02254994,1.31463,0.4533614
0.02155854,1.320593,0.4542871
0.02037948,1.328159,0.4556839
0.01923041,1.334904,0.4571369
0.01758394,1.343252,0.4586877
0.01581495,1.350186,0.4598096
0.01396006,1.357164,0.4604642
0.01212657,1.363713,0.4610096
0.01018263,1.369895,0.4611881
0.01018263,1.369895,0.4611881
0.008025274,1.376157,0.4616058
0.005923435,1.382243,0.4620597
0.000996023,1.393169,0.462792
-0.001449838,1.397758,0.4629725
-0.004001319,1.401844,0.4630282
-0.006589279,1.405294,0.4629994
-0.009115383,1.408755,0.4630443
-0.01145806,1.411054,0.4627328
-0.01397535,1.412857,0.46222
-0.01397535,1.412857,0.46222
-0.01949397,1.41431,0.4608269
-0.02239933,1.414645,0.4601691
-0.02542039,1.413392,0.4592127
-0.02902648,1.411471,0.4586681
-0.03233069,1.409054,0.457846
-0.03715813,1.408863,0.4580802
-0.04017963,1.405888,0.457189
-0.04313922,1.403406,0.4562293
-0.04592617,1.400352,0.4544503
-0.04907326,1.397319,0.4529586
-0.05230382,1.394168,0.4516425
-0.05524233,1.390149,0.450195
-0.0575836,1.388525,0.4474044
-0.05981927,1.384462,0.4460627
-0.06353382,1.381566,0.4451103
-0.0653722,1.377438,0.4437733
-0.06745741,1.373009,0.4420304
-0.06745741,1.373009,0.4420304
-0.071257,1.362777,0.4388056
-0.07259375,1.358141,0.4373201
-0.07309267,1.353873,0.4364973
-0.07353564,1.349102,0.4351795
-0.07361438,1.344005,0.4342342
-0.07412118,1.338509,0.4327499
-0.07466753,1.332734,0.4317383
-0.07449213,1.326805,0.4308457
-0.07438482,1.321528,0.4302558
-0.07252105,1.316494,0.4302059
-0.07185626,1.311586,0.4295692
-0.07064238,1.306438,0.429044
-0.0699337,1.301685,0.4283491
-0.0699337,1.301685,0.4283491
-0.06689155,1.293175,0.427336
-0.06545261,1.289034,0.4269078
-0.06392729,1.284419,0.4265762
-0.06251673,1.280061,0.4261984
-0.06099229,1.275695,0.4258807
-0.05825183,1.270914,0.4251443
-0.0559821,1.26697,0.4249973
-0.0559821,1.26697,0.4249973
-0.05134436,1.258992,0.4245934
-0.0488628,1.255092,0.4242724
-0.04668732,1.251182,0.4234369
-0.04432043,1.247102,0.422657
-0.04432043,1.247102,0.422657
-0.03882875,1.240297,0.4217455
-0.03582114,1.237009,0.4213427
-0.03582114,1.237009,0.4213427
-0.03024331,1.230399,0.4198274
-0.02730544,1.227297,0.4190217
-0.02437688,1.224761,0.4187029
-0.02171159,1.222526,0.4178995
-0.01914059,1.220193,0.4170724
-0.01673076,1.218444,0.4165684
-0.01409993,1.217026,0.4161835
-0.0117629,1.215257,0.4156967
-0.00946486,1.213811,0.4150486
-0.00725162,1.212307,0.4145988
-0.005179971,1.211774,0.414489
-0.005179971,1.211774,0.414489
-0.003025174,1.21085,0.4142366
0.000738353,1.210379,0.4143685
0.002301559,1.210097,0.4145697
0.003397927,1.210962,0.4148627
0.004718184,1.211249,0.4151384
0.005765811,1.212268,0.4155192
0.006963938,1.213144,0.4156937
0.007759243,1.214382,0.4161394
0.008434281,1.215648,0.4166099
0.009158969,1.216783,0.4171298
0.009774938,1.217945,0.4174806
0.01066454,1.219189,0.4176344
0.01116724,1.220423,0.4178646
0.01167139,1.221871,0.4180571
0.01167139,1.221871,0.4180571
0.01230326,1.224372,0.4185355
0.01261008,1.225476,0.4186606
0.01283035,1.226721,0.418705
0.0131655,1.227886,0.4187618
0.01336102,1.228857,0.418775
0.01350969,1.229967,0.4187912
0.01368511,1.230959,0.4187792
0.01368384,1.231968,0.4187222
0.01379403,1.232981,0.41876
0.01393208,1.23403,0.4187734
0.01393434,1.234962,0.4186549
0.01379751,1.235757,0.4187766
0.01379751,1.235757,0.4187766
0.01370323,1.237314,0.4186894
0.01363139,1.237984,0.4186504
0.01363792,1.238487,0.4186289
0.01365392,1.238999,0.4186725
0.01363325,1.239427,0.4187436
0.01363513,1.23991,0.4186898
0.01363513,1.23991,0.4186898
0.0132405,1.24072,0.4188471
0.01322582,1.240803,0.418754
0.0130517,1.240923,0.4186693
0.01306842,1.241199,0.4184873
0.01294076,1.241354,0.4184378
0.01304097,1.241439,0.4182278
0.01285625,1.241489,0.41814
0.01285625,1.241489,0.41814
0.01237556,1.241356,0.4180264
0.01191078,1.24139,0.4181433
0.01181926,1.241395,0.4181881
0.01143682,1.241215,0.4181752
0.01120344,1.241078,0.4180618
0.01095673,1.240889,0.4179264
0.01085463,1.240672,0.4175788
0.01065439,1.240555,0.4174838
0.01067197,1.240396,0.4172162
0.01053809,1.24035,0.4171827
0.01010242,1.240252,0.4171436
0.01010242,1.240252,0.4171436
0.009594262,1.240132,0.4171956
0.009564161,1.240024,0.417209
0.009397104,1.240023,0.4171507
0.00949043,1.23983,0.4169127
0.009294063,1.239829,0.4168538
0.009122938,1.240007,0.4167755
0.008940935,1.240213,0.4167856
0.0087464,1.240411,0.41681
0.00869149,1.240592,0.4167951
0.0085513,1.240996,0.4169666
